original_img_path,processed_img_path,final_instruction,norm_brightness,norm_contrast,norm_temp
dataset/images/original/000000133819.jpg,dataset/images/processed/proc_000000133819.jpg,"I want this image significantly darker, with more defined contrast, and a very strong blue tint.",-0.7,0.75,-0.9
dataset/images/original/000000133819.jpg,dataset/images/processed/proc_000000133819.jpg,"Darken it quite a bit, make it punchier, and very icy cold.",-0.7,0.75,-0.9
dataset/images/original/000000133819.jpg,dataset/images/processed/proc_000000133819.jpg,"Really dark, more dramatic, and intensely cool-toned.",-0.7,0.75,-0.9
dataset/images/original/000000133969.jpg,dataset/images/processed/proc_000000133969.jpg,"Make it much darker, soften the contrast, and make it very warm.",-0.833333333,-0.35,0.98
dataset/images/original/000000133969.jpg,dataset/images/processed/proc_000000133969.jpg,"Could you really dim it down, make it a bit less harsh, and add a lot of warmth?",-0.833333333,-0.35,0.98
dataset/images/original/000000133969.jpg,dataset/images/processed/proc_000000133969.jpg,"I want this image considerably darker, with moderately reduced contrast, and a very strong warm tone.",-0.833333333,-0.35,0.98
dataset/images/original/000000133969.jpg,dataset/images/processed/proc_000000133969.jpg,"Darken it a lot, smooth out the details, and make it intensely golden/warm.",-0.833333333,-0.35,0.98
dataset/images/original/000000133969.jpg,dataset/images/processed/proc_000000133969.jpg,"Super dark, softer contrast, and exceptionally warm.",-0.833333333,-0.35,0.98
dataset/images/original/000000134034.jpg,dataset/images/processed/proc_000000134034.jpg,Could you make it a lot brighter and cooler?,0.6,-0.35,-0.9
dataset/images/original/000000134034.jpg,dataset/images/processed/proc_000000134034.jpg,"I want this picture to feel crisp, bright, and a bit icy.",0.6,-0.35,-0.9
dataset/images/original/000000134034.jpg,dataset/images/processed/proc_000000134034.jpg,"Brighten it up significantly and give it a cool, slightly desaturated feel.",0.6,-0.35,-0.9
dataset/images/original/000000134034.jpg,dataset/images/processed/proc_000000134034.jpg,Lighten the image and shift the colors towards a colder tone.,0.6,-0.35,-0.9
dataset/images/original/000000134034.jpg,dataset/images/processed/proc_000000134034.jpg,"Make it really bright, slightly soften the contrast, and cool down the colors.",0.6,-0.35,-0.9
dataset/images/original/000000134096.jpg,dataset/images/processed/proc_000000134096.jpg,"Just a touch darker, please, and maybe a little more pop.",-0.266666667,0.2,0.08
dataset/images/original/000000134096.jpg,dataset/images/processed/proc_000000134096.jpg,Dim the lights a bit and make it a tiny bit more defined.,-0.266666667,0.2,0.08
dataset/images/original/000000134096.jpg,dataset/images/processed/proc_000000134096.jpg,Can you reduce the brightness slightly and add a hint of contrast?,-0.266666667,0.2,0.08
dataset/images/original/000000134096.jpg,dataset/images/processed/proc_000000134096.jpg,"I'd like it a little less bright, but with a bit more depth.",-0.266666667,0.2,0.08
dataset/images/original/000000134096.jpg,dataset/images/processed/proc_000000134096.jpg,Make it a touch darker with a subtle increase in contrast.,-0.266666667,0.2,0.08
dataset/images/original/000000134112.jpg,dataset/images/processed/proc_000000134112.jpg,"Make it brighter, really pop with contrast, and feel much warmer.",0.333333333,0.9,0.86
dataset/images/original/000000134112.jpg,dataset/images/processed/proc_000000134112.jpg,"I want this image to be vibrant, high contrast, and have a sunny glow.",0.333333333,0.9,0.86
dataset/images/original/000000134112.jpg,dataset/images/processed/proc_000000134112.jpg,"Brighten it up, make the colors stand out, and add a lot of warmth.",0.333333333,0.9,0.86
dataset/images/original/000000134112.jpg,dataset/images/processed/proc_000000134112.jpg,"Give it a sunny, high-impact look with good brightness and deep colors.",0.333333333,0.9,0.86
dataset/images/original/000000134112.jpg,dataset/images/processed/proc_000000134112.jpg,"Increase the brightness, boost the contrast dramatically, and warm it up significantly.",0.333333333,0.9,0.86
dataset/images/original/000000134322.jpg,dataset/images/processed/proc_000000134322.jpg,"Make it super bright, almost ethereal, with a touch of warmth.",0.733333333,-0.2,0.2
dataset/images/original/000000134322.jpg,dataset/images/processed/proc_000000134322.jpg,"I want it much lighter, with a slightly softer edge, and just a hint warmer.",0.733333333,-0.2,0.2
dataset/images/original/000000134322.jpg,dataset/images/processed/proc_000000134322.jpg,"Can you really brighten this image, soften the contrast slightly, and warm it up a little?",0.733333333,-0.2,0.2
dataset/images/original/000000134322.jpg,dataset/images/processed/proc_000000134322.jpg,"Give it a very airy and luminous feel, with a subtle increase in warmth.",0.733333333,-0.2,0.2
dataset/images/original/000000134322.jpg,dataset/images/processed/proc_000000134322.jpg,"Lighten it a lot, just a touch less contrast, and make it marginally warmer.",0.733333333,-0.2,0.2
dataset/images/original/000000134689.jpg,dataset/images/processed/proc_000000134689.jpg,"Make it brighter and much warmer, almost like a golden hour shot.",0.566666667,-0.25,0.94
dataset/images/original/000000134689.jpg,dataset/images/processed/proc_000000134689.jpg,"I'd like it to feel really bright and cozy, with a very warm glow.",0.566666667,-0.25,0.94
dataset/images/original/000000134689.jpg,dataset/images/processed/proc_000000134689.jpg,"Brighten the scene, soften the harshness, and infuse it with significant warmth.",0.566666667,-0.25,0.94
dataset/images/original/000000134689.jpg,dataset/images/processed/proc_000000134689.jpg,"Give it a luminous, gentle, and very warm aesthetic.",0.566666667,-0.25,0.94
dataset/images/original/000000134689.jpg,dataset/images/processed/proc_000000134689.jpg,"Increase the brightness, slightly dial back the contrast, and add a lot of warmth.",0.566666667,-0.25,0.94
dataset/images/original/000000134722.jpg,dataset/images/processed/proc_000000134722.jpg,"Make it a bit darker, much softer, and give it a vintage warm look.",-0.3,-0.85,0.66
dataset/images/original/000000134722.jpg,dataset/images/processed/proc_000000134722.jpg,"I'd like a muted, slightly darker image with a warm, desaturated feel.",-0.3,-0.85,0.66
dataset/images/original/000000134722.jpg,dataset/images/processed/proc_000000134722.jpg,"Reduce the brightness, significantly soften the contrast, and add a good amount of warmth.",-0.3,-0.85,0.66
dataset/images/original/000000134722.jpg,dataset/images/processed/proc_000000134722.jpg,"Create a darker, low-contrast image with a warm, classic touch.",-0.3,-0.85,0.66
dataset/images/original/000000134722.jpg,dataset/images/processed/proc_000000134722.jpg,"Dim the photo, make it much less punchy, and give it a cozy, warm tint.",-0.3,-0.85,0.66
dataset/images/original/000000134856.jpg,dataset/images/processed/proc_000000134856.jpg,"Darken the image, soften it a little, and give it a cooler tone.",-0.433333333,-0.3,-0.32
dataset/images/original/000000134856.jpg,dataset/images/processed/proc_000000134856.jpg,"I want it to feel a bit moody and subdued, with a slightly blue cast.",-0.433333333,-0.3,-0.32
dataset/images/original/000000134856.jpg,dataset/images/processed/proc_000000134856.jpg,"Reduce the brightness, slightly decrease the contrast, and cool down the colors.",-0.433333333,-0.3,-0.32
dataset/images/original/000000134856.jpg,dataset/images/processed/proc_000000134856.jpg,"Make it darker and a bit softer, with a subtle shift to a colder palette.",-0.433333333,-0.3,-0.32
dataset/images/original/000000134856.jpg,dataset/images/processed/proc_000000134856.jpg,"Dim the scene, take off a little edge, and make the colors a touch colder.",-0.433333333,-0.3,-0.32
dataset/images/original/000000134882.jpg,dataset/images/processed/proc_000000134882.jpg,"Make this photo incredibly bright, but keep the colors natural.",0.766666667,0.2,-0.04
dataset/images/original/000000134882.jpg,dataset/images/processed/proc_000000134882.jpg,"I want a very luminous image with just a tiny bit more pop, no color shift.",0.766666667,0.2,-0.04
dataset/images/original/000000134882.jpg,dataset/images/processed/proc_000000134882.jpg,"Brighten it almost to the max, add a touch of contrast, and keep the white balance as is.",0.766666667,0.2,-0.04
dataset/images/original/000000134882.jpg,dataset/images/processed/proc_000000134882.jpg,"Give it a super bright, crisp look without changing the color temperature.",0.766666667,0.2,-0.04
dataset/images/original/000000134882.jpg,dataset/images/processed/proc_000000134882.jpg,Lighten it significantly and give it a subtle boost in definition.,0.766666667,0.2,-0.04
dataset/images/original/000000134886.jpg,dataset/images/processed/proc_000000134886.jpg,"Make it a little brighter and much cooler, like a winter morning.",0.133333333,0.1,-0.7
dataset/images/original/000000134886.jpg,dataset/images/processed/proc_000000134886.jpg,"Just a touch lighter and give it a really crisp, cold blue feel.",0.133333333,0.1,-0.7
dataset/images/original/000000134886.jpg,dataset/images/processed/proc_000000134886.jpg,Slightly brighten the image and shift the colors dramatically towards blue.,0.133333333,0.1,-0.7
dataset/images/original/000000134886.jpg,dataset/images/processed/proc_000000134886.jpg,I'd like it to feel a bit more exposed and significantly colder.,0.133333333,0.1,-0.7
dataset/images/original/000000134886.jpg,dataset/images/processed/proc_000000134886.jpg,"Increase brightness slightly and give it a strong cool, almost icy, tone.",0.133333333,0.1,-0.7
dataset/images/original/000000135410.jpg,dataset/images/processed/proc_000000135410.jpg,"Brighten it up and make it quite a bit warmer, like a cozy evening.",0.466666667,-0.15,0.64
dataset/images/original/000000135410.jpg,dataset/images/processed/proc_000000135410.jpg,I want it brighter and infused with a good amount of warmth.,0.466666667,-0.15,0.64
dataset/images/original/000000135410.jpg,dataset/images/processed/proc_000000135410.jpg,"Increase the brightness and give it a noticeably warmer, soft glow.",0.466666667,-0.15,0.64
dataset/images/original/000000135410.jpg,dataset/images/processed/proc_000000135410.jpg,Make it lighter and add a strong warm filter.,0.466666667,-0.15,0.64
dataset/images/original/000000135410.jpg,dataset/images/processed/proc_000000135410.jpg,"Brighten the image, slightly reduce harshness, and make it significantly warmer.",0.466666667,-0.15,0.64
dataset/images/original/000000135561.jpg,dataset/images/processed/proc_000000135561.jpg,Could you make this image a bit brighter and cooler?,0.766666667,0.25,-0.26
dataset/images/original/000000135561.jpg,dataset/images/processed/proc_000000135561.jpg,Let's add some brightness and cool down the tones a little.,0.766666667,0.25,-0.26
dataset/images/original/000000135561.jpg,dataset/images/processed/proc_000000135561.jpg,Increase the overall light and give it a slight cool tint.,0.766666667,0.25,-0.26
dataset/images/original/000000135561.jpg,dataset/images/processed/proc_000000135561.jpg,"Brighten it up and add a touch of coolness, maybe a bit more contrast too.",0.766666667,0.25,-0.26
dataset/images/original/000000135561.jpg,dataset/images/processed/proc_000000135561.jpg,I'd like it brighter with a subtle cool shift and a slight boost in definition.,0.766666667,0.25,-0.26
dataset/images/original/000000135604.jpg,dataset/images/processed/proc_000000135604.jpg,"Make it much cooler, please.",0.033333333,0.05,-0.74
dataset/images/original/000000135604.jpg,dataset/images/processed/proc_000000135604.jpg,Can we add a strong cool tone to this photo?,0.033333333,0.05,-0.74
dataset/images/original/000000135604.jpg,dataset/images/processed/proc_000000135604.jpg,Give this image a distinctly blueish tint.,0.033333333,0.05,-0.74
dataset/images/original/000000135604.jpg,dataset/images/processed/proc_000000135604.jpg,I want to make the colors much colder.,0.033333333,0.05,-0.74
dataset/images/original/000000135604.jpg,dataset/images/processed/proc_000000135604.jpg,Drastically cool down the temperature of the image.,0.033333333,0.05,-0.74
dataset/images/original/000000135670.jpg,dataset/images/processed/proc_000000135670.jpg,Can you make the image pop more and brighten it?,0.433333333,0.85,-0.06
dataset/images/original/000000135670.jpg,dataset/images/processed/proc_000000135670.jpg,Let's boost the brightness and really bring out the details.,0.433333333,0.85,-0.06
dataset/images/original/000000135670.jpg,dataset/images/processed/proc_000000135670.jpg,"Increase the light and add some definition, please.",0.433333333,0.85,-0.06
dataset/images/original/000000135670.jpg,dataset/images/processed/proc_000000135670.jpg,I want it brighter with a bit more punch.,0.433333333,0.85,-0.06
dataset/images/original/000000135670.jpg,dataset/images/processed/proc_000000135670.jpg,Enhance the brightness and make the image sharper with increased contrast.,0.433333333,0.85,-0.06
dataset/images/original/000000135673.jpg,dataset/images/processed/proc_000000135673.jpg,"Just a tiny bit brighter, please.",0.166666667,0,0.06
dataset/images/original/000000135673.jpg,dataset/images/processed/proc_000000135673.jpg,Can you lighten it ever so slightly?,0.166666667,0,0.06
dataset/images/original/000000135673.jpg,dataset/images/processed/proc_000000135673.jpg,A subtle increase in brightness would be good.,0.166666667,0,0.06
dataset/images/original/000000135673.jpg,dataset/images/processed/proc_000000135673.jpg,"Just a touch more light, nothing else.",0.166666667,0,0.06
dataset/images/original/000000135673.jpg,dataset/images/processed/proc_000000135673.jpg,Give it a slight lift in exposure.,0.166666667,0,0.06
dataset/images/original/000000135872.jpg,dataset/images/processed/proc_000000135872.jpg,"Make it much brighter and cooler, with more pop.",0.933333333,0.65,-0.52
dataset/images/original/000000135872.jpg,dataset/images/processed/proc_000000135872.jpg,Can we brighten this up a lot and give it a strong cool cast?,0.933333333,0.65,-0.52
dataset/images/original/000000135872.jpg,dataset/images/processed/proc_000000135872.jpg,"I'd like a significantly brighter image, a cooler tone, and better definition.",0.933333333,0.65,-0.52
dataset/images/original/000000135872.jpg,dataset/images/processed/proc_000000135872.jpg,Give it a big boost in light and a noticeable cool blue tint.,0.933333333,0.65,-0.52
dataset/images/original/000000135872.jpg,dataset/images/processed/proc_000000135872.jpg,"Let's make this image considerably brighter, more vivid, and cooler.",0.933333333,0.65,-0.52
dataset/images/original/000000135890.jpg,dataset/images/processed/proc_000000135890.jpg,Can you make it a bit darker but with more contrast?,-0.6,0.95,0.18
dataset/images/original/000000135890.jpg,dataset/images/processed/proc_000000135890.jpg,"I want to deepen the shadows and make the image more dramatic, maybe a touch warmer.",-0.6,0.95,0.18
dataset/images/original/000000135890.jpg,dataset/images/processed/proc_000000135890.jpg,Let's bring down the brightness and increase the contrast significantly.,-0.6,0.95,0.18
dataset/images/original/000000135890.jpg,dataset/images/processed/proc_000000135890.jpg,Give it a moodier feel by reducing the light and enhancing definition.,-0.6,0.95,0.18
dataset/images/original/000000135890.jpg,dataset/images/processed/proc_000000135890.jpg,"Darken the photo and give it more punch, with a slight warmth.",-0.6,0.95,0.18
dataset/images/original/000000135902.jpg,dataset/images/processed/proc_000000135902.jpg,"Just a little brighter and slightly warmer, please.",0.2,0.05,0.08
dataset/images/original/000000135902.jpg,dataset/images/processed/proc_000000135902.jpg,Can you add a touch of light and a hint of warmth?,0.2,0.05,0.08
dataset/images/original/000000135902.jpg,dataset/images/processed/proc_000000135902.jpg,A subtle lift in brightness and a very slight warm tone.,0.2,0.05,0.08
dataset/images/original/000000135902.jpg,dataset/images/processed/proc_000000135902.jpg,Lighten it just a smidgen and add a tiny bit of warmth.,0.2,0.05,0.08
dataset/images/original/000000135902.jpg,dataset/images/processed/proc_000000135902.jpg,Give it a very gentle brightening and a soft warm glow.,0.2,0.05,0.08
dataset/images/original/000000136033.jpg,dataset/images/processed/proc_000000136033.jpg,Make it much brighter and a bit softer.,0.8,-0.8,-0.14
dataset/images/original/000000136033.jpg,dataset/images/processed/proc_000000136033.jpg,I want to brighten it considerably and reduce the harshness of the contrast.,0.8,-0.8,-0.14
dataset/images/original/000000136033.jpg,dataset/images/processed/proc_000000136033.jpg,Let's boost the light and soften the overall look of the image.,0.8,-0.8,-0.14
dataset/images/original/000000136033.jpg,dataset/images/processed/proc_000000136033.jpg,"Give it a bright, airy feel with less contrast.",0.8,-0.8,-0.14
dataset/images/original/000000136033.jpg,dataset/images/processed/proc_000000136033.jpg,Significantly brighten the photo and dial down the contrast for a softer look.,0.8,-0.8,-0.14
dataset/images/original/000000136334.jpg,dataset/images/processed/proc_000000136334.jpg,Make the image much cooler and more contrasty.,0.1,0.75,-0.48
dataset/images/original/000000136334.jpg,dataset/images/processed/proc_000000136334.jpg,Can you give this a strong cool tint and more pop?,0.1,0.75,-0.48
dataset/images/original/000000136334.jpg,dataset/images/processed/proc_000000136334.jpg,I'd like the colors to be noticeably colder and the details to stand out more.,0.1,0.75,-0.48
dataset/images/original/000000136334.jpg,dataset/images/processed/proc_000000136334.jpg,Increase the contrast and apply a distinct cool tone.,0.1,0.75,-0.48
dataset/images/original/000000136334.jpg,dataset/images/processed/proc_000000136334.jpg,Give it a very cool look with enhanced definition.,0.1,0.75,-0.48
dataset/images/original/000000136355.jpg,dataset/images/processed/proc_000000136355.jpg,"Brighten it up and make it very cool, please.",0.666666667,-0.05,-0.62
dataset/images/original/000000136355.jpg,dataset/images/processed/proc_000000136355.jpg,I want this image to be notably brighter and have a strong blue cast.,0.666666667,-0.05,-0.62
dataset/images/original/000000136355.jpg,dataset/images/processed/proc_000000136355.jpg,Can you increase the brightness and cool the temperature significantly?,0.666666667,-0.05,-0.62
dataset/images/original/000000136355.jpg,dataset/images/processed/proc_000000136355.jpg,Give it a much brighter look with a distinct cold feel.,0.666666667,-0.05,-0.62
dataset/images/original/000000136355.jpg,dataset/images/processed/proc_000000136355.jpg,Let's make it brighter and very noticeably cooler.,0.666666667,-0.05,-0.62
dataset/images/original/000000136466.jpg,dataset/images/processed/proc_000000136466.jpg,Can you make it a bit brighter and cooler?,0.2,0.45,-0.38
dataset/images/original/000000136466.jpg,dataset/images/processed/proc_000000136466.jpg,Add some pop to the colors and cool down the image slightly.,0.2,0.45,-0.38
dataset/images/original/000000136466.jpg,dataset/images/processed/proc_000000136466.jpg,Give it a subtle boost in brightness and make the blues stand out.,0.2,0.45,-0.38
dataset/images/original/000000136466.jpg,dataset/images/processed/proc_000000136466.jpg,"A touch brighter, a bit more defined, and a cooler feel, please.",0.2,0.45,-0.38
dataset/images/original/000000136466.jpg,dataset/images/processed/proc_000000136466.jpg,"Increase the brightness and contrast slightly, and shift the temperature to be cooler.",0.2,0.45,-0.38
dataset/images/original/000000136600.jpg,dataset/images/processed/proc_000000136600.jpg,"Make it much brighter and softer, with a slight warm tone.",1,-0.95,0.32
dataset/images/original/000000136600.jpg,dataset/images/processed/proc_000000136600.jpg,"Brighten it significantly, reduce the harshness, and add a little warmth.",1,-0.95,0.32
dataset/images/original/000000136600.jpg,dataset/images/processed/proc_000000136600.jpg,"Can we lighten this up a lot and soften the overall look, making it a bit warmer?",1,-0.95,0.32
dataset/images/original/000000136600.jpg,dataset/images/processed/proc_000000136600.jpg,"Boost the brightness considerably, decrease contrast for a flatter look, and warm up the colors.",1,-0.95,0.32
dataset/images/original/000000136600.jpg,dataset/images/processed/proc_000000136600.jpg,"I need this image to be very bright, less contrasty, and a tad warmer.",1,-0.95,0.32
dataset/images/original/000000136633.jpg,dataset/images/processed/proc_000000136633.jpg,Brighten it up a good amount and make it noticeably cooler.,0.6,0.1,-0.68
dataset/images/original/000000136633.jpg,dataset/images/processed/proc_000000136633.jpg,"Give it a brighter, icy blue look.",0.6,0.1,-0.68
dataset/images/original/000000136633.jpg,dataset/images/processed/proc_000000136633.jpg,Can you lighten it and make the white balance much cooler?,0.6,0.1,-0.68
dataset/images/original/000000136633.jpg,dataset/images/processed/proc_000000136633.jpg,I want this image to feel much brighter and have a strong cool tint.,0.6,0.1,-0.68
dataset/images/original/000000136633.jpg,dataset/images/processed/proc_000000136633.jpg,"Boost the brightness and give it a starker, colder tone.",0.6,0.1,-0.68
dataset/images/original/000000136715.jpg,dataset/images/processed/proc_000000136715.jpg,"Make it very bright, vibrant, and quite warm.",0.866666667,0.65,0.86
dataset/images/original/000000136715.jpg,dataset/images/processed/proc_000000136715.jpg,I need this image to pop with brightness and have a strong golden glow.,0.866666667,0.65,0.86
dataset/images/original/000000136715.jpg,dataset/images/processed/proc_000000136715.jpg,"Can you really brighten this, add more contrast, and make the colors much warmer?",0.866666667,0.65,0.86
dataset/images/original/000000136715.jpg,dataset/images/processed/proc_000000136715.jpg,"Give it a very sunny, energetic feel with increased brightness and contrast.",0.866666667,0.65,0.86
dataset/images/original/000000136715.jpg,dataset/images/processed/proc_000000136715.jpg,"Boost the light and saturation, and really warm up the overall temperature.",0.866666667,0.65,0.86
dataset/images/original/000000136772.jpg,dataset/images/processed/proc_000000136772.jpg,"Darken it significantly, soften the contrast, and make it a bit warmer.",-0.933333333,-0.5,0.54
dataset/images/original/000000136772.jpg,dataset/images/processed/proc_000000136772.jpg,"I want a much darker, less punchy, and warmer aesthetic.",-0.933333333,-0.5,0.54
dataset/images/original/000000136772.jpg,dataset/images/processed/proc_000000136772.jpg,"Reduce the brightness a lot, flatten the image somewhat, and add some warmth.",-0.933333333,-0.5,0.54
dataset/images/original/000000136772.jpg,dataset/images/processed/proc_000000136772.jpg,"Give it a moody, darker look with slightly muted tones and a warm cast.",-0.933333333,-0.5,0.54
dataset/images/original/000000136772.jpg,dataset/images/processed/proc_000000136772.jpg,"Make the image considerably darker, soften the definition, and warm up the colors.",-0.933333333,-0.5,0.54
dataset/images/original/000000136915.jpg,dataset/images/processed/proc_000000136915.jpg,"Make it considerably darker, punchier, and very cold.",-0.933333333,0.6,-0.94
dataset/images/original/000000136915.jpg,dataset/images/processed/proc_000000136915.jpg,"I need a dramatic, darker look with strong contrasts and a deep blue tone.",-0.933333333,0.6,-0.94
dataset/images/original/000000136915.jpg,dataset/images/processed/proc_000000136915.jpg,"Darken this a lot, increase the definition, and make the white balance extremely cool.",-0.933333333,0.6,-0.94
dataset/images/original/000000136915.jpg,dataset/images/processed/proc_000000136915.jpg,"Give it a very dark, high-contrast, and deeply cool aesthetic.",-0.933333333,0.6,-0.94
dataset/images/original/000000136915.jpg,dataset/images/processed/proc_000000136915.jpg,"Reduce the brightness, enhance the contrast, and make the colors very cold.",-0.933333333,0.6,-0.94
