original_img_path,processed_img_path,label_brightness,label_contrast,label_temp,instruction
dataset/images/original/000000137106.jpg,dataset/images/processed/proc_000000137106.jpg,0.09,-0.03,-45,"['Brighten it slightly and make it significantly cooler in tone.', 'Give it a subtle lift in brightness and a very strong cool cast.', 'Can you make it a bit brighter and really push the blues?', 'A touch brighter and much colder, please.', 'Lighten it just a bit and apply a very strong cool color shift.']"
dataset/images/original/000000137246.jpg,dataset/images/processed/proc_000000137246.jpg,0.12,0,-12,"['Make it a bit brighter and subtly cooler.', 'Can you just brighten it up a little and give it a hint of a cool tone?', 'A moderate increase in brightness and a slight shift to the cooler side.', 'I want it a bit brighter and with a barely noticeable cool tint.', 'Boost the light level and make the colors slightly less warm.']"
dataset/images/original/000000137294.jpg,dataset/images/processed/proc_000000137294.jpg,0.27,0.16,-6,"['Brighten it a lot and make the colors more vibrant, with a very slight cool touch.', 'Give it a really bright and punchy look, with just a hint of cool.', 'Can you make this super bright and contrasty, with a barely cool feel?', 'I want a very bright, dynamic image, leaning slightly to the cooler side.', 'Boost the brightness significantly, increase contrast, and give it a subtle cool temperature.']"
dataset/images/original/000000137576.jpg,dataset/images/processed/proc_000000137576.jpg,0.3,0.18,29,"['Make it very bright, high contrast, and nicely warm.', 'I want a very bright, rich, and inviting warm look.', 'Can you really brighten this up, make the colors pop, and add a good amount of warmth?', 'Give it a strong sunny feel with lots of brightness and punchy warm tones.', 'Boost the brightness and contrast considerably, and warm up the overall image.']"
dataset/images/original/000000137727.jpg,dataset/images/processed/proc_000000137727.jpg,-0.17,0.02,5,"['Make the image a bit darker and slightly warmer.', 'Could you dim it down a little, and warm the colors subtly?', ""I'd like it to be a bit less bright, with just a hint of warmth."", 'Darken the photo a bit, and give it a touch of a warm glow.', 'Lower the exposure slightly and add a tiny bit of warmth.']"
dataset/images/original/000000137950.jpg,dataset/images/processed/proc_000000137950.jpg,-0.26,-0.06,21,"['Make it significantly darker, a bit softer, and much warmer.', 'I want it considerably dimmer, less contrasty, and with a strong warm tone.', 'Can you darken the image quite a bit, soften the edges, and make it much warmer?', 'Reduce the brightness a lot, make the contrast gentle, and introduce a strong warm hue.', 'Give it a moody, darker feel, less harsh contrast, and a noticeable warm shift.']"
dataset/images/original/000000138115.jpg,dataset/images/processed/proc_000000138115.jpg,0.11,-0.09,41,"['Brighten it a little, soften the contrast, and make it very warm.', ""I'd like it slightly brighter, less harsh, and with a strong golden glow."", 'Can you make it a touch more luminous, reduce the definition, and add a lot of warmth?', 'Increase the exposure a bit, make it a bit flatter, and give it a super warm feel.', 'Lighten the image, soften the colors slightly, and significantly warm it up.']"
dataset/images/original/000000138241.jpg,dataset/images/processed/proc_000000138241.jpg,0.24,-0.15,22,"['Make it much brighter, considerably softer, and notably warmer.', 'I want the photo to be a lot brighter, with significantly reduced contrast, and a warm hue.', 'Can you really lighten it up, make it much less punchy, and add a good amount of warmth?', 'Increase the brightness a lot, flatten the image quite a bit, and give it a warmer feel.', 'Overexpose it a bit, make it look softer, and introduce a noticeable warm tint.']"
dataset/images/original/000000138492.jpg,dataset/images/processed/proc_000000138492.jpg,0.02,-0.17,46,"['Keep the brightness, but make it very soft and extremely warm.', ""I want the contrast to be really low, and the image to be super warm, don't touch the brightness much."", 'Can you dramatically reduce the contrast and give it an intense warm tone?', 'Make it much flatter, almost ethereal, and give it an overwhelming warm color.', 'Soften the contrast significantly, and push the temperature way up towards warm.']"
dataset/images/original/000000138550.jpg,dataset/images/processed/proc_000000138550.jpg,-0.04,-0.17,-5,"[""Make the contrast much softer, and just a touch cooler, don't change brightness much."", 'I want it to be significantly less harsh, with a hint of coolness.', 'Can you reduce the contrast quite a bit and cool the image down slightly?', 'Flatten the colors a lot, and give it a subtle cool tint.', 'Soften it dramatically, and make it just a touch colder.']"
dataset/images/original/000000138639.jpg,dataset/images/processed/proc_000000138639.jpg,-0.12,-0.06,47,"['Darken it a bit, make it a little softer, and extremely warm.', ""I'd like it a bit dimmer, less contrast, and with an intense golden feel."", 'Can you lower the brightness, slightly soften the edges, and make it super warm?', 'Reduce the exposure somewhat, make it a touch less defined, and dramatically warm up the colors.', 'Give it a darker, slightly diffused look, and a very strong warm tone.']"
dataset/images/original/000000138819.jpg,dataset/images/processed/proc_000000138819.jpg,-0.03,0.11,25,"['Make it a bit more vibrant, and noticeably warmer, keep brightness mostly.', 'I want the contrast to pop a little, and the temperature to be quite warm.', 'Can you increase the contrast somewhat and add a good amount of warmth?', 'Give it more definition, and a pleasant warm glow.', 'Make the colors more striking, and warm it up considerably.']"
dataset/images/original/000000138856.jpg,dataset/images/processed/proc_000000138856.jpg,-0.24,0.15,-21,"['Make it much darker, increase the contrast a lot, and cool it down significantly.', 'I want a moody, dramatic look, very dark, punchy, and with a strong cool tint.', 'Can you drastically reduce the exposure, make the colors really pop, and give it a cooler feel?', 'Darken the image quite a bit, sharpen the details with contrast, and make it noticeably colder.', 'Give it a deep, high-contrast, and cool aesthetic.']"
dataset/images/original/000000138954.jpg,dataset/images/processed/proc_000000138954.jpg,-0.28,-0.13,10,"['Make it much darker, quite soft, and a little warmer.', 'I want a very dim, less contrasty image, with a subtle warm tone.', 'Can you drastically lower the brightness, flatten the colors a good amount, and add a touch of warmth?', 'Give it a deeply shadowed, diffused look, and a slight golden hue.', 'Reduce the exposure significantly, soften the image considerably, and make it slightly warmer.']"
dataset/images/original/000000138979.jpg,dataset/images/processed/proc_000000138979.jpg,-0.13,0.13,-9,"['Can you make the image a bit richer and less warm?', 'Give it a touch more depth and a slightly cooler feel.', ""I'd like it slightly darker with better contrast, a little less yellow."", 'Make it pop a bit more, and cool down the tones just a hair.', 'Darken it a bit, increase the contrast, and make it subtly cooler.']"
dataset/images/original/000000139077.jpg,dataset/images/processed/proc_000000139077.jpg,0.24,-0.13,-39,"['Brighten it up a lot, soften the blacks, and make it very cool.', 'Give it a really bright, almost dreamy, cool blue look.', 'I want it much brighter, with a softer feel and a strong cool tint.', 'Overexpose it a bit, reduce the harshness, and give it a strong blue cast.', 'Make it really light, less punchy, and considerably colder in tone.']"
dataset/images/original/000000139099.jpg,dataset/images/processed/proc_000000139099.jpg,0.18,-0.08,24,"['Can we brighten it a fair bit, soften the look, and warm it up?', 'Give it a sunnier, slightly softer, and brighter appearance.', 'Make it lighter, a little less harsh, and add some warmth.', ""I'd like a brighter, more inviting, slightly diffused warm look."", 'Brighten it significantly, ease off the contrast, and make it cozier.']"
dataset/images/original/000000139260.jpg,dataset/images/processed/proc_000000139260.jpg,-0.03,-0.12,-7,"['Soften the image overall, reduce the harshness, and cool it down just a bit.', 'Give it a slightly muted, less vibrant, cooler aesthetic.', 'I want it a tiny bit darker, with much less contrast and a cooler tint.', 'Make the shadows less deep, and cool down the colors a touch.', 'Reduce the intensity, make it a bit flatter, and slightly cooler.']"
dataset/images/original/000000139684.jpg,dataset/images/processed/proc_000000139684.jpg,-0.23,-0.08,-40,"['Give it a really dark, moody, and very cool blue look.', 'I want a dramatic, dark, cold, almost icy feel.', 'Make it much darker, with a slightly faded but very cold tone.', 'Could you go for a super dark, subdued, and extremely cool image?', 'Darken it considerably, soften it a bit, and apply a strong blue filter.']"
dataset/images/original/000000139871.jpg,dataset/images/processed/proc_000000139871.jpg,0.08,0.15,-12,"['Brighten it a little, make it more punchy, and cool the tones.', 'Give it a crisper, slightly brighter, and cooler appearance.', 'I want it a bit more defined, with a little lift in brightness and a colder tint.', 'Enhance the contrast, brighten it up slightly, and remove some warmth.', 'Make it pop more, add a touch of light, and give it a cooler cast.']"
dataset/images/original/000000139872.jpg,dataset/images/processed/proc_000000139872.jpg,0.07,0.09,49,"['Brighten it a little, make it slightly more vibrant, and super warm.', 'Give it a very sunny, slightly punchy, and inviting glow.', 'I want it a bit more lively, with a strong golden hour feel.', 'Add a warm, bright, and slightly richer look.', 'Make it a touch brighter, a little more vivid, and give it a strong amber tint.']"
dataset/images/original/000000139883.jpg,dataset/images/processed/proc_000000139883.jpg,0.25,0.11,11,"['Brighten it a lot, make it more vibrant, and add a touch of warmth.', 'Give it a really lively, bright, and slightly richer look.', 'I want it much lighter, with more pop, and a subtle warm touch.', 'Make it really shine, increase the contrast, and add some slight warmth.', 'Brighten it considerably, make it crisper, and a little less cool.']"
dataset/images/original/000000140076.jpg,dataset/images/processed/proc_000000140076.jpg,0.28,0.04,-2,"['Brighten it up a lot, make it just a tiny bit more defined, keeping the color natural.', 'Give it a very airy, bright, and clear look.', 'I want it much lighter, with just a slight boost in definition, no major color shift.', 'Make it considerably brighter, a subtle increase in richness, and a neutral temperature.', 'Overexpose it gently, make it a touch crisper, and maintain the original warmth.']"
dataset/images/original/000000140203.jpg,dataset/images/processed/proc_000000140203.jpg,0.11,-0.04,-15,"['Brighten it up a bit, soften the contrast slightly, and cool it down.', 'Give it a lighter, slightly gentler, and noticeably cooler feel.', 'I want it a little brighter, less harsh, and with a colder tint.', 'Make it a touch lighter, ease off the intensity, and add some blue.', 'Brighten it, make it a bit more subdued, and cool down the whites.']"
dataset/images/original/000000140270.jpg,dataset/images/processed/proc_000000140270.jpg,0.27,0.04,20,"['Make it brighter and a bit warmer.', 'Can you make the photo brighter and add a little warmth?', 'I want this image to feel lighter and have a warmer tone.', 'Brighten up the shot and give it a sunnier feel.', 'Increase the brightness significantly and warm up the colors a bit.']"
dataset/images/original/000000140286.jpg,dataset/images/processed/proc_000000140286.jpg,0.27,0.14,28,"['Give it a warm and vibrant look.', 'Brighten it up, make the colors pop, and add a lot of warmth.', 'I want this photo to be much brighter, have more contrast, and feel very warm.', 'Can you make it significantly brighter, enhance the contrast, and give it a strong warm tone?', 'Really brighten this image, boost the contrast, and make it feel very sunny.']"
dataset/images/original/000000140420.jpg,dataset/images/processed/proc_000000140420.jpg,-0.18,-0.01,17,"['Darken the image and give it a bit of warmth.', ""I'd like the photo to be a bit darker and slightly warmer."", 'Make it a touch darker and add some gentle warmth.', 'Can you reduce the brightness and make it a little warmer?', 'Dim the photo slightly and infuse some warmth into it.']"
dataset/images/original/000000140439.jpg,dataset/images/processed/proc_000000140439.jpg,-0.23,-0.19,-27,"['Make it much darker, less contrasting, and very cool.', 'I want a dark, muted, and very cool-toned image.', 'Can you give it a significantly darker, softer, and much cooler look?', 'Really dim this photo, reduce its contrast, and make it feel very cold.', ""I'm going for a moody, desaturated, and icy blue aesthetic.""]"
dataset/images/original/000000140556.jpg,dataset/images/processed/proc_000000140556.jpg,0.16,-0.15,-6,"['Brighten it up, soften the contrast, and cool it down just a touch.', ""I'd like the photo to be brighter, less contrasty, and have a subtle cool tint."", 'Can you make it a bit lighter, reduce the harshness, and give it a slight cool tone?', 'Lift the brightness, make the image softer, and add a hint of coolness.', 'Brighten the photo, decrease the contrast, and shift it slightly cooler.']"
dataset/images/original/000000140583.jpg,dataset/images/processed/proc_000000140583.jpg,-0.29,-0.01,-8,"['Make it considerably darker and give it a slight cool tint.', 'I want this photo to be much darker and a touch cooler.', 'Can you really dim the image and add a subtle cool tone?', 'Darken the photo significantly and make it a little cooler.', 'Give it a very dark and slightly chilly feel.']"
dataset/images/original/000000140640.jpg,dataset/images/processed/proc_000000140640.jpg,0.11,0.12,33,"['Brighten it, boost contrast, and make it super warm.', 'I want this photo to be brighter, more contrasty, and intensely golden.', 'Can you increase the brightness, add more pop, and make it very, very warm?', 'Give it a brighter, punchier, and extremely sunny feel.', 'Lift the shadows, enhance definition, and apply a strong warm filter.']"
dataset/images/original/000000140658.jpg,dataset/images/processed/proc_000000140658.jpg,0.06,0.09,-49,"['Make it slightly brighter, a little more contrasty, and extremely cool.', 'I want this image to feel a tiny bit lighter, have a subtle contrast boost, and be very cold blue.', 'Can you make it marginally brighter, add a touch of contrast, and give it an intense cool cast?', 'Brighten it just a bit, add some definition, and make it look icy blue.', 'Give it a subtle lift and an intensely cold, blue tone.']"
dataset/images/original/000000140840.jpg,dataset/images/processed/proc_000000140840.jpg,0.13,-0.19,41,"['Make it brighter, very soft, and extremely warm.', 'I want a bright, low-contrast, and super warm photo.', 'Can you lift the brightness, mute the contrast a lot, and make it incredibly golden?', 'Give it a bright, dreamy, and intensely warm glow.', 'Brighten the image, make it much softer, and infuse it with extreme warmth.']"
dataset/images/original/000000140929.jpg,dataset/images/processed/proc_000000140929.jpg,0.17,0.02,15,"['Brighten it up and add some nice warmth.', ""I'd like the photo to be a bit brighter and have a pleasant warm tone."", 'Can you make it lighter and give it a subtle warm glow?', 'Increase the brightness and warm up the colors a bit.', 'Make the image brighter and a little sunnier.']"
dataset/images/original/000000140987.jpg,dataset/images/processed/proc_000000140987.jpg,-0.05,0.19,28,"['Make the colors pop more and add some warmth, but dim it slightly.', 'Can you give it a richer, more vibrant, and warmer tone, just a touch darker?', 'Increase the contrast and make it warmer, reducing the brightness a tiny bit.', 'Give it a bit more punch and a sunnier feel, with a subtle darkening.', 'Sharpen the details and warm it up, decreasing the brightness minimally.']"
dataset/images/original/000000141328.jpg,dataset/images/processed/proc_000000141328.jpg,0.16,-0.08,39,"['Brighten it up significantly and give it a much warmer, softer look.', 'Make it brighter and really warm, with a slight decrease in contrast.', 'Can you make it more luminous and give it a golden glow, softening the overall image?', 'Lift the shadows and infuse it with strong warmth, while making the contrast gentler.', 'Give it a sunny, bright, and slightly dreamy feel.']"
dataset/images/original/000000141597.jpg,dataset/images/processed/proc_000000141597.jpg,-0.14,0.05,-12,"['Darken the image and make it cooler, adding a little more definition.', 'Give it a more dramatic, cool atmosphere by deepening the tones.', 'Make it darker and give it an icy touch, increasing the contrast slightly.', 'Can you make it more moody and blue, with a bit of a contrast boost?', 'Dim the lights and cool down the temperature, while subtly enhancing contrast.']"
dataset/images/original/000000141671.jpg,dataset/images/processed/proc_000000141671.jpg,0.22,0.06,42,"['Make it significantly brighter and very warm, adding a little more punch.', 'Can you give it a radiant, super sunny feel with a slight boost in contrast?', 'Brighten it a lot and make it much warmer, giving the colors a bit more pop.', 'Lift the exposure dramatically and infuse it with a strong golden hue, sharpening it.', 'Give it a vibrant, sun-drenched look with maximum brightness and a hint of contrast.']"
dataset/images/original/000000141821.jpg,dataset/images/processed/proc_000000141821.jpg,0.01,-0.2,43,"['Give it a dreamy, very warm, low-contrast feel, keeping the brightness similar.', 'Make it really soft and warm, almost hazy, without changing the brightness much.', 'Can you apply a strong matte, warm effect, keeping the current brightness?', 'Soften the contrast dramatically and make it much warmer, leaving the brightness untouched.', 'Achieve a very warm, ethereal look with significantly reduced contrast.']"
dataset/images/original/000000142092.jpg,dataset/images/processed/proc_000000142092.jpg,-0.18,0.05,-19,"['Darken it significantly and make it much cooler, adding a touch of contrast.', 'Give it a deep, cool, and somewhat dramatic look.', 'Can you make it really moody and blue, lowering the brightness a lot?', 'Reduce the brightness quite a bit and cool down the tones intensely, with slightly more contrast.', 'Create a very dark, icy, and somewhat crisp image.']"
